symbol,timestamp,open,high,low,close,volume,trade_count,vwap,return,volatility,ma_5,ma_10,ma_20,target
NVDA,2022-03-11 05:00:00+00:00,230.22,231.45,220.46,221.0,38722514.0,553480.0,224.694197,-0.024627063288904627,0.05082116428888416,221.27599999999998,229.37000000000003,236.21149999999997,213.3
NVDA,2022-03-14 04:00:00+00:00,218.69,222.62,211.5901,213.3,40617385.0,556363.0,215.894231,-0.034841628959276005,0.04176517368903219,221.23200000000003,226.315,234.902,229.73
NVDA,2022-03-15 04:00:00+00:00,215.18,230.38,213.2201,229.73,51871350.0,643184.0,225.502582,0.0770276605719642,0.05436621809530231,224.15,225.811,234.25500000000002,244.96
NVDA,2022-03-16 04:00:00+00:00,235.0,245.97,231.72,244.96,69878065.0,796769.0,240.128568,0.06629521612327527,0.0535086950110276,227.11399999999998,226.087,233.25550000000004,247.66
NVDA,2022-03-17 04:00:00+00:00,241.2,248.42,239.06,247.66,49086002.0,593848.0,244.554349,0.011022207707380716,0.051161339490598576,231.33,227.13900000000004,232.38299999999998,264.53
NVDA,2022-03-18 04:00:00+00:00,247.99,265.6899,246.24,264.53,82170586.0,767859.0,260.167736,0.06811758055398531,0.04812332723349572,240.03599999999997,230.656,233.356,267.34
NVDA,2022-03-21 04:00:00+00:00,265.07,271.5199,259.67,267.34,61689824.0,735247.0,265.214576,0.010622613692208738,0.0329275739859075,250.844,236.038,234.902,265.24
NVDA,2022-03-22 04:00:00+00:00,267.27,272.38,260.72,265.24,56321313.0,726982.0,267.316118,-0.007855165706590728,0.03513651838303421,257.946,241.048,236.469,256.34
NVDA,2022-03-23 04:00:00+00:00,261.26,266.115,255.7501,256.34,51943192.0,648447.0,260.263035,-0.03355451666415332,0.03739768002015297,260.222,243.66800000000003,238.09250000000003,281.5
NVDA,2022-03-24 04:00:00+00:00,261.66,283.1999,259.07,281.5,89723754.0,1123834.0,275.617401,0.09815089334477656,0.05455045726507199,266.98999999999995,249.16,240.2935,276.92
NVDA,2022-03-25 04:00:00+00:00,278.86,283.58,272.71,276.92,59774853.0,756052.0,277.317909,-0.016269982238010572,0.05166392159448303,269.468,254.752,242.061,282.19
NVDA,2022-03-28 04:00:00+00:00,277.555,282.5,272.06,282.19,45639302.0,600920.0,278.487071,0.019030767008522353,0.051816966325378744,272.438,261.64099999999996,243.97799999999998,286.56
NVDA,2022-03-29 04:00:00+00:00,286.945,289.46,279.8,286.56,51286979.0,687065.0,284.631901,0.015486020057408068,0.05063004083700569,276.702,267.324,246.56750000000002,276.9
NVDA,2022-03-30 04:00:00+00:00,283.04,284.955,275.03,276.9,48348953.0,625545.0,279.791259,-0.03371021775544403,0.05066860959736992,280.81399999999996,270.518,248.3025,272.86
NVDA,2022-03-31 04:00:00+00:00,277.82,282.48,272.7,272.86,56654541.0,650067.0,276.852861,-0.014590104730949682,0.022557185022882332,279.086,273.03799999999995,250.0885,267.12
NVDA,2022-04-01 04:00:00+00:00,273.75,274.96,262.67,267.12,53873052.0,692980.0,266.623563,-0.021036428937916907,0.02319095840088817,277.126,273.29699999999997,251.97650000000004,273.6
NVDA,2022-04-04 04:00:00+00:00,267.28,275.58,266.13,273.6,41955448.0,499187.0,272.597737,0.0242587601078168,0.024723210684632495,275.408,273.923,254.98049999999998,259.31
NVDA,2022-04-05 04:00:00+00:00,272.54,273.19,258.2,259.31,45526676.0,639997.0,262.710261,-0.05222953216374271,0.028348024298353893,269.95799999999997,273.33000000000004,257.18899999999996,244.07
NVDA,2022-04-06 04:00:00+00:00,249.34,253.0,240.03,244.07,72561594.0,988188.0,245.083835,-0.05877135474914197,0.03328313497983865,263.392,272.10299999999995,257.8855,242.08
NVDA,2022-04-07 04:00:00+00:00,244.41,247.22,234.78,242.08,56004442.0,714655.0,241.520146,-0.008153398615151297,0.03388011678787327,257.236,268.161,258.6605,231.19
NVDA,2022-04-08 04:00:00+00:00,239.17,239.23,230.6201,231.19,54469574.0,669088.0,233.148869,-0.04498512888301398,0.035168536545470384,250.05,263.58799999999997,259.17,219.17
NVDA,2022-04-11 04:00:00+00:00,222.14,223.1994,216.6,219.17,59920645.0,883235.0,219.57755,-0.05199186816038759,0.020203613490561993,239.164,257.28599999999994,259.4635,215.04
NVDA,2022-04-12 04:00:00+00:00,225.37,227.25,212.8204,215.04,67316697.0,926866.0,218.543937,-0.01884381986585748,0.0219275345152577,230.31,250.13399999999996,258.729,222.03
NVDA,2022-04-13 04:00:00+00:00,217.28,225.0,214.55,222.03,53646202.0,655304.0,220.801077,0.032505580357142794,0.03365892950624349,225.902,244.64700000000002,257.5825,212.58
NVDA,2022-04-14 04:00:00+00:00,225.05,227.77,211.63,212.58,59940365.0,789249.0,217.143258,-0.042561815970814654,0.03457246080799505,220.002,238.619,255.8285,217.83
NVDA,2022-04-18 04:00:00+00:00,212.0,220.88,210.79,217.83,53921592.0,603366.0,216.443095,0.024696584815128375,0.03842103237627943,217.33,233.69,253.49349999999998,221.98
NVDA,2022-04-19 04:00:00+00:00,217.2,223.73,213.14,221.98,53071375.0,590026.0,220.473158,0.0190515539641003,0.032218008840817366,217.892,228.52799999999996,251.2255,214.82
NVDA,2022-04-20 04:00:00+00:00,225.171,226.7037,212.0,214.82,48407464.0,639625.0,216.36509,-0.032255158122353356,0.034932028001893205,217.848,224.079,248.7045,201.83
NVDA,2022-04-21 04:00:00+00:00,217.0915,223.92,200.0,201.83,68010535.0,939653.0,208.396551,-0.06046923005306759,0.03809681979901111,213.808,219.85500000000002,245.97899999999998,195.15
NVDA,2022-04-22 04:00:00+00:00,203.03,204.86,195.0,195.15,64766990.0,989586.0,198.848331,-0.03309716097705995,0.0368035974646802,210.32200000000003,215.16199999999998,241.6615,199.02
NVDA,2022-04-25 04:00:00+00:00,192.02,199.45,190.96,199.02,66121133.0,719526.0,195.0151,0.01983089930822457,0.035485525467359336,206.56,211.945,237.7665,187.88
NVDA,2022-04-26 04:00:00+00:00,197.18,197.88,186.7,187.88,67919033.0,760880.0,189.935113,-0.055974273942317465,0.031906902375327305,199.74,208.81599999999997,233.05100000000002,184.15
NVDA,2022-04-27 04:00:00+00:00,185.98,191.67,182.9,184.15,51722647.0,618287.0,186.354553,-0.019853097721950097,0.03239856951702505,193.60600000000002,205.727,227.9305,197.82
NVDA,2022-04-28 04:00:00+00:00,189.67,200.37,184.8957,197.82,59548061.0,635753.0,193.71205,0.07423296225902787,0.05119159169589561,192.804,203.30599999999998,223.97650000000004,185.47
NVDA,2022-04-29 04:00:00+00:00,194.02,201.2848,185.17,185.47,53633513.0,610711.0,191.057993,-0.062430492366798096,0.056872679056064857,190.868,200.595,219.60699999999997,195.33
NVDA,2022-05-02 04:00:00+00:00,185.405,195.74,183.91,195.33,59067240.0,595326.0,189.894975,0.05316223648029328,0.06272556851790291,190.13,198.34499999999997,216.01749999999998,196.02
NVDA,2022-05-03 04:00:00+00:00,194.0,198.25,191.33,196.02,48845437.0,502555.0,195.197193,0.003532483489479432,0.05515364185444259,191.75799999999998,195.74900000000002,212.13849999999996,203.34
NVDA,2022-05-04 04:00:00+00:00,199.23,204.0,187.51,203.34,67381012.0,751639.0,195.414283,0.03734312825221919,0.0533874412433742,195.596,194.601,209.34,188.44
NVDA,2022-05-05 04:00:00+00:00,198.67,199.25,185.0,188.44,66118219.0,763628.0,189.391938,-0.07327628602340908,0.05734311549158352,193.72,193.262,206.5585,186.75
NVDA,2022-05-06 04:00:00+00:00,187.36,195.12,179.9,186.75,65459210.0,701367.0,187.573144,-0.008968371895563543,0.04913054288115671,193.976,192.422,203.79199999999997,169.5
NVDA,2022-05-09 04:00:00+00:00,180.34,182.55,168.27,169.5,67598867.0,822229.0,173.759249,-0.09236947791164662,0.05434094988974785,188.81,189.47,200.7075,175.95
NVDA,2022-05-10 04:00:00+00:00,176.89,181.98,170.25,175.95,78689042.0,806189.0,176.106078,0.038053097345132736,0.06094192920420281,184.796,188.277,198.5465,166.3
NVDA,2022-05-11 04:00:00+00:00,173.47,177.53,165.68,166.3,69409592.0,778029.0,171.057232,-0.05484512645637951,0.05270371987710074,177.38799999999998,186.49200000000002,196.1095,161.75
NVDA,2022-05-12 04:00:00+00:00,162.191,167.88,155.67,161.75,72985178.0,903258.0,160.716514,-0.02736019242333143,0.04894815168965962,172.05,182.88500000000002,193.0955,177.06
NVDA,2022-05-13 04:00:00+00:00,167.88,179.2843,165.925,177.06,69715356.0,717288.0,174.974388,0.09465224111282855,0.07474149304793981,170.11200000000002,182.044,191.3195,172.64
NVDA,2022-05-16 04:00:00+00:00,175.09,177.88,171.06,172.64,52388820.0,483481.0,174.472649,-0.02496328928046998,0.060531797188620784,170.74,179.775,189.06,181.77
NVDA,2022-05-17 04:00:00+00:00,180.74,183.71,176.34,181.77,61018363.0,563508.0,180.199859,0.05288461538461542,0.0628682034784961,171.904,178.35,187.04950000000002,169.38
NVDA,2022-05-18 04:00:00+00:00,177.05,181.18,168.64,169.38,57877586.0,536761.0,173.515768,-0.06816306321175114,0.06638417459808396,172.52,174.954,184.7775,171.24
NVDA,2022-05-19 04:00:00+00:00,169.37,176.87,167.3405,171.24,64498491.0,549161.0,172.810836,0.010981225646475412,0.06381725853070623,174.418,173.23399999999998,183.248,166.94
NVDA,2022-05-20 04:00:00+00:00,173.32,174.1,157.55,166.94,76575304.0,720369.0,163.948196,-0.025110955384256117,0.04534878073915943,172.394,171.253,181.8375,168.98
NVDA,2022-05-23 04:00:00+00:00,162.74,169.15,161.7901,168.98,66100556.0,546195.0,166.476106,0.012219959266802416,0.045509267085469464,171.66199999999998,171.201,180.3355,161.54
NVDA,2022-05-24 04:00:00+00:00,165.1,165.97,157.8,161.54,60911919.0,558880.0,161.240205,-0.044028879157296696,0.03493343675170925,167.61599999999999,169.76000000000002,179.0185,169.75
NVDA,2022-05-25 04:00:00+00:00,160.2,171.1099,160.0,169.75,80238401.0,768378.0,166.899409,0.050823325492138194,0.036801003395831054,167.69,170.105,178.29850000000002,178.51
NVDA,2022-05-26 04:00:00+00:00,160.36,180.92,160.22,178.51,102807784.0,914407.0,174.934141,0.051605301914580126,0.043446340410595155,169.144,171.781,177.333,188.11
NVDA,2022-05-27 04:00:00+00:00,181.86,188.81,181.0,188.11,76843378.0,698999.0,185.718598,0.05377849980393279,0.042223013417959594,173.378,172.886,177.46499999999997,186.72
NVDA,2022-05-31 04:00:00+00:00,189.8,192.0,183.5,186.72,71006779.0,615023.0,187.473085,-0.00738929349848505,0.04453999186082794,176.926,174.294,177.0345,183.2
NVDA,2022-06-01 04:00:00+00:00,187.24,190.5318,181.22,183.2,56487460.0,535017.0,185.361493,-0.018851756640959727,0.03595135181720347,181.25799999999998,174.437,176.3935,195.92
NVDA,2022-06-02 04:00:00+00:00,182.92,196.19,181.98,195.92,66744401.0,624107.0,192.008663,0.06943231441048026,0.039909775905626596,186.492,177.09099999999998,176.0225,187.2
NVDA,2022-06-03 04:00:00+00:00,190.815,193.323,185.2156,187.2,61979145.0,547075.0,188.599238,-0.04450796243364641,0.048870937954264546,188.23000000000002,178.68699999999998,175.9605,187.86
NVDA,2022-06-06 04:00:00+00:00,191.39,193.37,185.642,187.86,43351961.0,412948.0,189.11527,0.003525641025641235,0.04249485160044285,188.17999999999998,180.779,176.01600000000002,189.26
NVDA,2022-06-07 04:00:00+00:00,184.72,190.0,181.88,189.26,40566305.0,398020.0,187.311928,0.00745235813903955,0.04232911812437849,188.68800000000002,182.807,177.004,186.48
NVDA,2022-06-08 04:00:00+00:00,187.99,191.8,185.35,186.48,37558716.0,373186.0,188.072416,-0.014688787910810519,0.04181964319600602,189.344,185.301,177.5305,180.48
NVDA,2022-06-09 04:00:00+00:00,184.81,189.33,180.41,180.48,41282511.0,392448.0,185.005577,-0.03217503217503215,0.022401381719674294,186.256,186.37399999999997,178.2395,169.74
NVDA,2022-06-10 04:00:00+00:00,176.0,176.97,168.69,169.74,49689311.0,530453.0,171.302776,-0.05950797872340419,0.027568846103196466,182.76399999999998,185.49699999999999,178.639,156.47
NVDA,2022-06-13 04:00:00+00:00,160.0,163.12,156.06,156.47,64417160.0,698924.0,158.538343,-0.07817839047955699,0.034230332812122816,176.48600000000002,182.333,177.6095,158.36
NVDA,2022-06-14 04:00:00+00:00,157.31,160.66,154.12,158.36,48737932.0,479632.0,157.663134,0.012078992778168374,0.035709567334418026,170.306,179.497,176.8955,165.27
NVDA,2022-06-15 04:00:00+00:00,160.95,168.68,159.26,165.27,58465831.0,560820.0,163.528804,0.043634756251578644,0.050329538239313486,166.06400000000002,177.704,176.07049999999998,156.01
NVDA,2022-06-16 04:00:00+00:00,158.6,159.4232,154.01,156.01,58140882.0,568661.0,156.02309,-0.056029527439946825,0.05251986216033835,161.17000000000002,173.713,175.402,158.8
NVDA,2022-06-17 04:00:00+00:00,156.48,159.95,153.28,158.8,74404734.0,495714.0,157.845035,0.0178834690083971,0.052168356736963205,158.98200000000003,170.873,174.78,165.66
NVDA,2022-06-21 04:00:00+00:00,164.69,170.08,164.07,165.66,50832992.0,518119.0,167.465111,0.043198992443324924,0.04073283510612923,160.82,168.653,174.71599999999998,163.6
NVDA,2022-06-22 04:00:00+00:00,162.26,166.62,161.8,163.6,46037071.0,436482.0,164.415667,-0.012435108052637922,0.04219316674256335,161.868,166.087,174.447,162.25
NVDA,2022-06-23 04:00:00+00:00,165.185,165.85,158.53,162.25,47505070.0,489646.0,161.53168,-0.008251833740831271,0.03707802445364365,161.26399999999998,163.664,174.48250000000002,171.26
NVDA,2022-06-24 04:00:00+00:00,165.0,171.4,163.1,171.26,50735967.0,458695.0,168.835919,0.05553158705701078,0.03021610201853432,164.314,162.742,174.558,168.69
NVDA,2022-06-27 04:00:00+00:00,173.12,173.3,166.255,168.69,44636139.0,402906.0,169.300045,-0.015006422982599465,0.033923035773092046,166.292,162.637,174.067,159.82
NVDA,2022-06-28 04:00:00+00:00,169.0,172.0199,159.45,159.82,49028476.0,491608.0,163.332271,-0.05258165866382125,0.03899384203556004,165.12399999999997,162.972,172.6525,155.42
NVDA,2022-06-29 04:00:00+00:00,158.14,158.2,151.7,155.42,49911359.0,545552.0,154.518416,-0.027530972343886906,0.040131372329294715,163.488,162.678,171.08749999999998,151.59
NVDA,2022-06-30 04:00:00+00:00,153.61,155.67,148.62,151.59,72799622.0,671452.0,152.05654,-0.024642903101273816,0.04066294303215376,161.356,161.31,169.507,145.23
NVDA,2022-07-01 04:00:00+00:00,148.99,150.6291,143.92,145.23,59767941.0,620996.0,146.154815,-0.04195527409459732,0.014874501015815037,156.15,160.232,166.9725,149.64
NVDA,2022-07-05 04:00:00+00:00,141.75,149.71,140.55,149.64,67269027.0,619578.0,146.365339,0.03036562693658329,0.03203565990459599,152.33999999999997,159.316,165.09449999999998,151.3
NVDA,2022-07-06 04:00:00+00:00,150.1,153.1899,147.89,151.3,54626996.0,466925.0,150.792969,0.01109329056402042,0.030065652587251832,150.636,157.88,163.2665,158.58
NVDA,2022-07-07 04:00:00+00:00,154.555,159.45,153.89,158.58,51228208.0,464643.0,157.136668,0.04811632518175801,0.03749080465168652,151.26799999999997,157.378,161.73250000000002,158.38
NVDA,2022-07-08 04:00:00+00:00,154.3,160.3699,153.89,158.38,48147636.0,414087.0,157.19074,-0.001261193088662016,0.034250261177802194,152.62600000000003,156.991,160.32750000000001,151.52
NVDA,2022-07-11 04:00:00+00:00,155.26,155.2699,150.3801,151.52,45913445.0,414814.0,152.092691,-0.0433135496906174,0.034759740866012016,153.88400000000001,155.017,158.8795,150.82
NVDA,2022-07-12 04:00:00+00:00,152.68,154.31,148.77,150.82,47657081.0,399445.0,151.557382,-0.00461985216473082,0.032852621451852713,154.12,153.23,157.9335,151.64
NVDA,2022-07-13 04:00:00+00:00,145.9,153.75,144.65,151.64,53741347.0,517681.0,150.716977,0.005436944702294166,0.03255740597805027,154.188,152.412,157.692,153.72
NVDA,2022-07-14 04:00:00+00:00,151.08,154.7299,147.28,153.72,47283400.0,430335.0,151.204565,0.013716697441308545,0.02200121369489296,153.21599999999998,152.24200000000002,157.45999999999998,157.62
NVDA,2022-07-15 04:00:00+00:00,156.59,157.82,154.45,157.62,41201565.0,394471.0,156.319855,0.02537080405932879,0.026251039408500477,153.06400000000002,152.845,157.07750000000001,161.01
NVDA,2022-07-18 04:00:00+00:00,163.02,168.97,160.02,161.01,68931465.0,668754.0,164.293608,0.021507422915873597,0.012155358532780587,154.962,154.423,157.3275,169.92
NVDA,2022-07-19 04:00:00+00:00,164.86,171.1,161.7201,169.92,73330932.0,637966.0,167.455633,0.05533817775293448,0.01897453133134662,158.78199999999998,156.451,157.8835,178.07
NVDA,2022-07-20 04:00:00+00:00,169.47,179.325,168.01,178.07,78218093.0,703720.0,175.995193,0.04796374764595113,0.01792201339954036,164.068,159.128,158.504,180.5
NVDA,2022-07-21 04:00:00+00:00,178.85,181.44,175.4456,180.5,57755573.0,553634.0,179.065995,0.013646318863368423,0.01794074571510507,169.424,161.32,159.349,173.19
NVDA,2022-07-22 04:00:00+00:00,178.93,179.67,171.365,173.19,55825589.0,536091.0,174.10456,-0.04049861495844875,0.037857123708430786,172.53799999999998,162.801,159.896,170.24
NVDA,2022-07-25 04:00:00+00:00,170.19,171.24,166.49,170.24,50120852.0,470924.0,168.77738,-0.017033316011316968,0.04114993631410755,174.384,164.673,159.845,165.33
NVDA,2022-07-26 04:00:00+00:00,168.89,169.19,164.78,165.33,41609096.0,384816.0,166.442627,-0.028841635338345828,0.03579877274150766,173.466,166.124,159.677,177.9
NVDA,2022-07-27 04:00:00+00:00,170.32,179.36,169.1301,177.9,60637268.0,546412.0,175.170932,0.07602975866448913,0.046708341069647476,173.432,168.75,160.581,179.84
NVDA,2022-07-28 04:00:00+00:00,179.75,181.4,174.4,179.84,49101300.0,485293.0,178.483803,0.010905002810567721,0.04653356825389619,173.3,171.36200000000002,161.802,181.63
NVDA,2022-07-29 04:00:00+00:00,178.13,182.44,176.92,181.63,46607809.0,436128.0,180.288705,0.00995329181494653,0.040620246725767244,174.988,173.763,163.304,184.41
NVDA,2022-08-01 04:00:00+00:00,181.82,188.46,179.9,184.41,49331868.0,523248.0,184.810984,0.01530584154600012,0.03766663041931424,177.822,176.103,165.263,185.26
NVDA,2022-08-02 04:00:00+00:00,181.22,189.3753,180.92,185.26,49951966.0,494504.0,185.39945,0.0046092945068054725,0.029687660231078074,181.808,177.637,167.044,188.93
NVDA,2022-08-03 04:00:00+00:00,181.84,189.68,181.37,188.93,44127007.0,430818.0,186.267299,0.019809996761308568,0.005741670513670409,184.014,178.723,168.9255,192.15
NVDA,2022-08-04 04:00:00+00:00,188.49,192.74,187.6,192.15,42112607.0,422009.0,190.449785,0.017043349388662365,0.006064962977790136,186.476,179.888,170.60399999999998,189.89
NVDA,2022-08-05 04:00:00+00:00,188.1,192.2892,186.66,189.89,40042187.0,384951.0,189.350978,-0.011761644548529904,0.012958002418463475,188.128,181.558,172.17950000000002,177.93
NVDA,2022-08-08 04:00:00+00:00,175.02,182.39,172.42,177.93,100870461.0,1094597.0,176.693634,-0.06298383274527353,0.03386704649348201,186.83200000000002,182.327,173.5,170.86
NVDA,2022-08-09 04:00:00+00:00,172.52,174.4719,167.24,170.86,68788109.0,679608.0,170.510742,-0.03973472713988646,0.03592309116473254,183.952,182.88,174.502,180.97
NVDA,2022-08-10 04:00:00+00:00,176.98,181.18,173.1701,180.97,62610215.0,583570.0,178.19913,0.059171251316867624,0.0479140101267458,182.35999999999999,183.18699999999998,175.9685,179.42
NVDA,2022-08-11 04:00:00+00:00,181.31,187.07,178.76,179.42,52414543.0,493488.0,182.344323,-0.008564955517489148,0.045942268705483486,179.814,183.145,177.2535,187.09
NVDA,2022-08-12 04:00:00+00:00,181.6,187.18,179.53,187.09,49998110.0,436729.0,184.723158,0.04274885742949519,0.05227412674610501,179.254,183.691,178.727,190.32
NVDA,2022-08-15 04:00:00+00:00,187.01,191.64,186.13,190.32,47216230.0,424080.0,188.740506,0.017264418194451903,0.03960440854123581,181.732,184.28199999999998,180.1925,188.79
NVDA,2022-08-16 04:00:00+00:00,189.195,191.42,185.01,188.79,46570921.0,417454.0,188.45696,-0.008039092055485475,0.030249778694025575,185.31799999999998,184.635,181.136,183.35
NVDA,2022-08-17 04:00:00+00:00,185.23,186.88,181.45,183.35,46187548.0,435134.0,183.485651,-0.02881508554478518,0.02761893266886173,185.794,184.077,181.4,187.73
NVDA,2022-08-18 04:00:00+00:00,183.01,188.6499,181.83,187.73,43004589.0,394488.0,186.507525,0.023888737387510295,0.02805545006653739,187.456,183.635,181.7615,178.49
NVDA,2022-08-19 04:00:00+00:00,184.06,185.2,177.7,178.49,46603733.0,432530.0,179.925687,-0.049219623927981626,0.030751693281662412,185.73600000000002,182.495,182.0265,170.34
NVDA,2022-08-22 04:00:00+00:00,174.9,175.58,169.66,170.34,43631244.0,410702.0,171.891702,-0.045660821334528534,0.03019496196290839,181.73999999999998,181.736,182.0315,171.81
NVDA,2022-08-23 04:00:00+00:00,169.885,174.65,169.7,171.81,38191310.0,350214.0,172.389922,0.008629799225079227,0.03286444695285201,178.344,181.831,182.3555,172.22
NVDA,2022-08-24 04:00:00+00:00,170.12,174.06,168.95,172.22,53586327.0,506727.0,171.900686,0.0023863570222919517,0.0333125672022604,176.118,180.956,182.0715,179.13
NVDA,2022-08-25 04:00:00+00:00,168.44,179.47,168.33,179.13,79000803.0,675927.0,175.722357,0.04012309836255956,0.03812759758144115,174.398,180.927,182.036,162.6
NVDA,2022-08-26 04:00:00+00:00,178.57,179.24,162.37,162.6,80276742.0,776202.0,168.653429,-0.09227935019259759,0.0519219134809506,171.21999999999997,178.478,181.0845,158.01
NVDA,2022-08-29 04:00:00+00:00,160.2,163.38,157.67,158.01,51299715.0,505830.0,159.662527,-0.028228782287822884,0.050099814208073246,168.754,175.247,179.7645,154.68
NVDA,2022-08-30 04:00:00+00:00,159.6,160.39,151.82,154.68,55630743.0,514585.0,154.774351,-0.021074615530662477,0.04849983582672085,165.328,171.83599999999998,178.2355,150.94
NVDA,2022-08-31 04:00:00+00:00,153.84,155.4,149.5851,150.94,60320751.0,586644.0,151.578032,-0.02417895009050952,0.04688804523010264,161.072,168.595,176.336,139.37
